Gender,Age at enrollment,Marital status,Course,Previous qualification,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Unemployment rate,Inflation rate,GDP,Target
Female,22,Single,Veterinary Nursing,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Female,18,Single,Advertising and Marketing Management,Secondary education,No,No,No,No,No,8.9,1.4,3.51,Dropout
Female,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Female,18,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,21,Single,Social Service,Professional higher technical course,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Female,20,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Female,19,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Advertising and Marketing Management,Secondary education,No,No,No,No,No,12.7,3.7,-1.7,Dropout
Female,19,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,21,Single,Management,Technological specialization course,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,21,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,20,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,19,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,21,Single,Veterinary Nursing,Secondary education,No,No,No,No,No,7.6,2.6,0.32,Dropout
Female,18,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,18,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Enrolled
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,20,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,40,Divorced,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,24,Single,Management (evening attendance),Higher education - degree (1st cycle),Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Female,19,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Female,19,Single,Veterinary Nursing,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,25,Single,Advertising and Marketing Management,Other - 11th year of schooling,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,23,Single,Social Service,Professional higher technical course,No,No,No,No,No,8.9,1.4,3.51,Dropout
Female,20,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Female,27,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,23,Single,Social Service (evening attendance),Higher education - degree (1st cycle),No,No,No,No,No,13.9,-0.3,0.79,Dropout
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,18,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,19,Single,Social Service,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,18,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,28,Single,Basic Education,Secondary education,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Female,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,20,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,20,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,21,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Female,19,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,19,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Female,19,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Enrolled
Female,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Female,18,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,21,Single,Basic Education,Secondary education,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Female,20,Single,Advertising and Marketing Management,Higher education - degree,No,No,No,No,No,10.8,1.4,1.74,Dropout
Female,18,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,22,Single,Veterinary Nursing,Frequency of higher education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Female,22,Single,Equinculture,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Female,21,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,19,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,22,Single,Management (evening attendance),Professional higher technical course,No,No,No,No,No,8.9,1.4,3.51,Dropout
Female,20,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,19,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Enrolled
Female,25,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,19,Single,Communication Design,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Dropout
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,25,Single,Oral Hygiene,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,24,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,20,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,21,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,19,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,19,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,21,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,28,Single,Nursing,Higher education - degree,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,19,Single,Social Service,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Graduate
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,18,De Facto Union,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,22,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,20,Single,Tourism,Secondary education,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Female,26,Single,Animation and Multimedia Design,Technological specialization course,No,No,No,No,No,12.4,0.5,1.79,Dropout
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,21,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,20,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Enrolled
Female,20,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,20,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Female,22,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,21,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Enrolled
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,19,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Female,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Enrolled
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Female,19,Single,Tourism,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Dropout
Female,21,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,20,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,41,Single,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,32,Divorced,Nursing,Higher education - degree (1st cycle),Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,35,Divorced,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,32,Single,Nursing,Secondary education,No,No,No,No,No,16.2,0.3,-0.92,Dropout
Female,37,Single,Social Service (evening attendance),Higher education - degree (1st cycle),Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,30,Married,Management,Higher education - degree,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Male,23,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Male,21,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Male,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Male,24,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Male,22,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,18,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,21,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,38,Divorced,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Female,19,Single,Oral Hygiene,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,36,Legally Separated,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Female,18,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,21,Single,Veterinary Nursing,Professional higher technical course,No,No,No,No,No,8.9,1.4,3.51,Dropout
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Enrolled
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,45,Married,Nursing,Higher education - degree,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Enrolled
Female,20,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,18,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,18,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,25,Single,Equinculture,Higher education - degree,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,39,Single,Tourism,Higher education - degree (1st cycle),Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,29,Married,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Enrolled
Female,23,Single,Communication Design,Higher education - degree,No,No,No,No,No,10.8,1.4,1.74,Dropout
Female,21,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Female,18,Single,Social Service,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Graduate
Female,23,Single,Veterinary Nursing,Higher education - degree (1st cycle),Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,18,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,32,Married,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,29,Married,Management,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Dropout
Female,20,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,28,Single,Social Service,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Female,27,Single,Management,Higher education - degree,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,22,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,37,Married,Agronomy,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Enrolled
Female,28,Single,Social Service (evening attendance),Higher education - degree,No,No,No,No,No,12.7,3.7,-1.7,Dropout
Female,43,Married,Agronomy,Secondary education,No,No,No,No,No,8.9,1.4,3.51,Dropout
Female,32,Single,Oral Hygiene,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Dropout
Female,20,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Female,35,Divorced,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,21,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,22,Single,Social Service (evening attendance),Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,19,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,31,Married,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,No,No,No,No,No,16.2,0.3,-0.92,Dropout
Female,33,Married,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,23,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,20,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,21,Single,Veterinary Nursing,Professional higher technical course,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Female,22,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,20,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,23,Single,Nursing,Higher education - degree,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,19,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
